0.91261,0.078193,0.89893,0.083021,295,8.42,1.78,266,2
0.89556,0.085482,0.92109,0.09364,161,8.62,-14.79,223,2
0.88171,0.090973,0.92122,0.069045,50,0.66,6.71,716,2
0.90475,0.081634,0.89985,0.088826,408,9.17,12.04,257,2
0.90436,0.081798,0.89527,0.083041,530,-1.8,16.34,17,2
0.9043,0.081825,0.89578,0.083758,527,-2,-12.73,33,2
0.9043,0.081825,0.89578,0.083758,527,-1.99,-20.47,4,2
0.91717,0.076126,0.88104,0.091211,449,12.08,-16,16,2
0.90706,0.080639,0.88816,0.081428,522,-1.99,14.37,2,2
0.90761,0.0804,0.88854,0.083609,534,-1.99,-11.76,2,2
0.90579,0.081186,0.89403,0.08841,413,11.6,-15.64,152,2
0.89215,0.086865,0.91838,0.094883,169,8.62,-12.41,223,2
0.91206,0.078438,0.8918,0.1022,370,11.66,2.05,355,2
0.88857,0.088294,0.91677,0.090955,188,15.92,7.88,401,2
0.91999,0.074818,0.86933,0.094405,475,13.62,-19.68,33,2
0.91736,0.076039,0.869,0.089735,412,11.92,-19.96,373,2
0.88997,0.087739,0.90518,0.083664,163,-0.08,-18.4,581,2
0.9185,0.07551,0.86471,0.08714,534,4.26,8.56,160,2
0.90436,0.081802,0.88213,0.082555,528,-1.99,-19.24,2,2
0.90436,0.081802,0.88213,0.082555,528,-1.99,-16.68,2,2
0.89775,0.084578,0.88864,0.07924,351,10.82,-4.05,348,2
0.92589,0.072005,0.8505,0.085135,500,16.84,-20.47,17,2
0.92022,0.074711,0.87167,0.10421,514,-1.99,-8.95,535,2
0.9054,0.081353,0.87808,0.080919,525,-1.99,-19.01,2,2
0.9054,0.081353,0.87808,0.080919,525,-1.99,-20.47,2,2
0.9054,0.081353,0.87808,0.080919,525,-1.99,-20.47,2,2
0.9054,0.081353,0.87808,0.080919,525,-1.99,-20.47,2,2
0.90296,0.082397,0.87961,0.078412,293,12.75,12.3,277,2
0.90242,0.082625,0.87872,0.078392,294,2.48,0.4,211,2
0.90825,0.080118,0.8817,0.096427,330,9.93,-20.47,192,2
0.91979,0.074911,0.87011,0.1048,522,2.78,-3.86,457,2
0.92267,0.073555,0.85119,0.083295,557,-1.99,0.72,485,2
0.90302,0.082371,0.8796,0.082419,514,-1.99,-10.23,533,2
0.89792,0.084511,0.90212,0.10541,205,4.93,-20.47,270,2
0.8908,0.087406,0.89798,0.084086,158,17.45,-20.47,2,2
0.90263,0.082537,0.87649,0.080458,337,10.83,12.05,122,2
0.86813,0.096053,0.93063,0.086078,281,-1.93,15.78,748,2
